8901491981811,Lay's Spanish Tomato Tango-95g,Pepsico India Holdings Pvt Ltd,Number,35,,,,,,,
8901491982009,Lay's Maxx Sizzling Barbeque Flavour-57g,Pepsico India Holdings Pvt Ltd,Number,35,,,,,,,
8901491982016,Lay's Maxx Macho Chilli Flavour-57g,Pepsico India Holdings Pvt Ltd,Number,35,,,,,,,
8901491982061,Lay's Maxx Macho Chilli Flavour-33g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491101844,Lay's India's Magic Masala- 52g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491101820,Lay's Spanish Tomato Tango-52g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491101837,Lay's Classic Salted-52g,Pepsico India Holdings Pvt Ltd,Number,20,,,,,,,
8901491503013,Lay's Classic Salted-30g,Pepsico India Holdings Pvt Ltd,Number,10,,,,,,,
8901491502016,Lay's Classic Salted-15g,Pepsico India Holdings Pvt Ltd,Number,5,,,,,,,
8901491502047,Lay's Spanish Tomato Tango-15g,Pepsico India Holdings Pvt Ltd,Number,5,,,,,,,
8901491502023,Lay's India's Magic Masala- 15g,Pepsico India Holdings Pvt Ltd,Number,5,,,,,,,
8901491103282,Fritolay Cheetos Cheese Puff-32g,Pepsico India Holdings Pvt Ltd,Number,10,,,,,,,
8901719112720,FullToss Karaare Masala Sticks Tomato Flavour- 45g,Parle Biscuits Pvt Ltd,Number,10,,,,,,,
8901719103803,Mexitos Nacho Chips Salsa Tomato Flavour- 30g,Parle Biscuits Pvt Ltd,Number,20,,,,,,,
8901719103780,Mexitos Nacho Chips Classic Salted Flavour- 30g,Parle Biscuits Pvt Ltd,Number,20,,,,,,,
8901719103797,Mexitos Nacho Chips Classic Salted Flavour- 70g,Parle Biscuits Pvt Ltd,Number,50,,,,,,,
8901725192426,Bingo Yumitos Salt Sprinkled- 30g,ITC Limited,Number,10,,,,,,,
8901725192327,Bingo Yumitos Chilli Sprinkled- 30g,ITC Limited,Number,10,,,,,,,
8901725198336,Bingo Mad Angles Achaari Masti- 90g,ITC Limited,Number,20,,,,,,,
8901725192440,Bingo Yumitos Salt Sprinkled- 60g,ITC Limited,Number,20,,,,,,,
8901725192341,Bingo Yumitos Chilli Sprinkled- 60g,ITC Limited,Number,20,,,,,,,
8886467106491,Pringles Zingy Tomato Flavour Potato Chips- 110g,Kellogg India Pvt Ltd,Number,99,,,,,,,
8886467106484,Pringles Sour Cream and Onion Flavour Potato Chips- 110g,Kellogg India Pvt Ltd,Number,99,,,,,,,
8886467100277,Pringles Original Potato Chips- 110g,Kellogg India Pvt Ltd,Number,99,,,,,,,
8886467107634,Pringles Sour Cream and Onion Flavour Potato Chips- 42g,Kellogg India Pvt Ltd,Number,49,,,,,,,
8886467107627,Pringles Original Potato Chips- 42g,Kellogg India Pvt Ltd,Number,49,,,,,,,
8901512556905,ACT II Nachos Tomato-150g,Agro Tech Foods Limited,Number,65,,,,,,,
8906007702263,Tex Mex Salsalito Wrap Tortilla 348g,AVT Gavia Foods Pvt Ltd,Number,170,,,,,,,
8906007702270,Tex Mex Salsalito Fajita Dinner Kit 488g,AVT Gavia Foods Pvt Ltd,Number,240,,,,,,,
8901512500205,ACT II Popcorn Butter Flavour 99g,Agro Tech Foods Limited,Number,70,,,,,,,
8901512500403,ACT II Popcorn Butter Lovers Flavour 99g,Agro Tech Foods Limited,Number,70,,,,,,,
8901512500601,ACT II Popcorn Natural 99g,Agro Tech Foods Limited,Number,70,,,,,,,
8901512507709,ACT II Popcorn Natural 33g,Agro Tech Foods Limited,Number,25,,,,,,,
8901512507501,ACT II Popcorn Butter Lovers Flavour 33g,Agro Tech Foods Limited,Number,25,,,,,,,
8901512543301,ACT II Southern Spice Flavour 70g,Agro Tech Foods Limited,Number,33,,,,,,,
8901512542106,ACT II Tomato Chilli Flavour 59g,Agro Tech Foods Limited,Number,33,,,,,,,
8901512548108,ACT II Popcorn Golden Sizzle Flavour 90g,Agro Tech Foods Limited,Number,33,,,,,,,
8901512506801,ACT II Popcorn 130g,Agro Tech Foods Limited,Number,92,,,,,,,
8901512546401,ACT II Popcorn Buy 4 Get 1 Free- 280g,Agro Tech Foods Limited,Number,112,,,,,,,
8901512540508,ACT II Popcorn Butter Pepper Flavour 70g,Agro Tech Foods Limited,Number,33,,,,,,,
8901512557100,ACT II Popcorn Cheese Flavour 70g,Agro Tech Foods Limited,Number,50,,,,,,,
8901106101016,Laser Stainless Steel Blades 5Nos,Laser Shaving India Private Limited,Number,9,,,,,,,
8908005989059,Asoka Sandalwood Talcum Powder 300gms,Vijaya Chemicals & Toilet Works,Number,190,,,,,,,
8903622037268,MamyPoko Extra Absorb Pant Style Diapers M 7-12kg 76Nos,Unicharm India Pvt Ltd,Number,930,,,,,,,
8904009616595,Huggies Wonder Pants M7-12Kgs 56 Not,Kimberly-Clark Lever Pvt Ltd,Number,699,,,,,,,
6911000315657,Babette Baby Wipes 100Plus20 Wipes,Jiamusi SAC,Number,100,,,,,,,
8906047522432,Olive Pomace Oil 5L 4.58Kg,Universal Corporation Limited,Number,2895,,,,,,,
8906009531717,RiteBite Nutrition Bar Choco Classic 50g*6 Bars,Naturell (India) Pvt Ltd,Number,310,,,,,,,
8906009531533,RiteBite Nutrition Bar Choco Classic 50g,Naturell (India) Pvt Ltd,Number,55,,,,,,,
8902430658478,Head and Shoulders Anti Dandruff Shampoo Cool Menthol 340ml,P&G,Number,250,3305,28,,,,,Arnav
806360751008,Lotus Herbals Sunscreen UV Screen Mattegel 100gm,Lotus Herbals Pvt Ltd,Number,410,,,,,,,
8901314076755,Colgate Ward Dental Floss 25m,Colgate Palmolive India Ltd,Number,75,,,,,,,
8903105000086,Yardley Gold Sandalwood Body Spray 150ml,Wipro Enterprises Limited,Number,170,,,,,,,
